,First Name,Last Name,About Author
63,David,Remnick,"David Remnick (born October 29, 1958) is an American journalist, writer, and magazine editor. He won a Pulitzer Prize in 1994 for his book Lenin s Tomb The Last Days of the Soviet Empire. Remnick has been editor of The New Yorker magazine since 1998. He was named Editor of the Year by Advertising Age in 2000. Before joining The New Yorker, Remnick was a reporter and the Moscow correspondent for The Washington Post. He has also served on the New York Public Library’s board of trustees. In 2010 he published his sixth book, The Bridge The Life and Rise of Barack Obama.Remnick was born in Hackensack, New Jersey, the son of a dentist, Edward C. Remnick, and an art teacher, Barbara (Seigel). He was raised in Hillsdale, New Jersey, in a secular Jewish home with, he has said, “a lot of books around.” He is also childhood friends with comedian Bill Maher. He graduated from Princeton University in 1981 with an A.B. in comparative literature; there, he met writer John McPhee and helped found The Nassau Weekly. Remnick has implied that after college he wanted to write novels, but due to his parents’ illnesses, he needed a paying job—there was no trust fund to rely on. Remnick wanted to be a writer, so he chose a career in journalism, taking a job at The Washington Post. He is married to reporter Esther Fein of The New York Times and has three children, Alex, Noah, and Natasha. He enjoys jazz music and classic cinema and is fluent in Russian.He began his reporting career at The Washington Post in 1982 shortly after his graduation from Princeton. His first assignment was to cover the United States Football League. After six years, in 1988, he became the newspaper’s Moscow correspondent, which provided him with the material for Lenin's Tomb. He also received the George Polk Award for excellence in journalism.Remnick became a staff writer at The New Yorker in September, 1992, after ten years at The Washington Post.Remnick’s 1997 New Yorker article “Kid Dynamite Blows Up,” about boxer Mike Tyson, was nominated for a National Magazine Award. In 1998 he became editor, succeeding Tina Brown. Remnick promoted Hendrik Hertzberg, a former Jimmy Carter speechwriter and former editor of The New Republic, to write the lead pieces in “Talk of the Town,” the magazine’s opening section. In 2005 Remnick earned $1 million for his work as the magazine’s editor.In 2003 he wrote an editorial supporting the Iraq war in the days when it started. In 2004, for the first time in its 80-year history, The New Yorker endorsed a presidential candidate, John Kerry.In May 2009, Remnick was featured in a long-form Twitter account of Dan Baum’s career as a New Yorker staff writer. The tweets, written over the course of a week, described the difficult relationship between Baum and Remnick, his editor.Remnick’s biography of President Barack Obama, The Bridge, was released on April 6, 2010. It features hundreds of interviews with friends, colleagues, and other witnesses to Obama’s rise to the presidency of the United States. The book has been widely reviewed in journals.In 2010 Remnick lent his support to the campaign urging the release of Sakineh Mohammadi Ashtiani, the Iranian woman sentenced to death by stoning after being convicted of ordering the murder of her husband by her lover and adultery.In 2013 Remnick ’81 was the guest speaker at Princeton University Class Day.Remnick provided guest commentary and contributed to NBC coverage of the 2014 Winter Olympics in Sochi Russia including the opening ceremony and commentary for NBC News."
64,Loretta,Krupinski,"Loretta Krupinski (1940) is the author/illustrator of many cherished books for children and adults. Working for many years as an illustrator and graphic designer, Loretta has chosen to pursue a dual career as a maritime artist as well as an author and illustrator of books for children. She has won numerous awards for both. Among her 27 children's books are Dear Rebecca, Winter is Here by Jean Craighead George, The Old Ladies Who Liked Cats by Carol Greene, The Royal Mice: The Sword and the Horn, How a Seed Grows, by Helene J. Jordan, and her own Bluewater Journal: The Voyage of the Sea Tiger, and Pirate Treasure.Living on the coast of Main as a studio painter, Loretta prefers to paint local harbors and classic wood boats. Her love of Maine has prompted special interest in historical paintings of the maritime industry. As a sailor herself, she has come to know first hand the subjects she chooses to paint. Her latest treasures, A Maine Artist's Garden Journal and Looking Astern: An Artist's View of Main's Historic Working Waterfronts are true labors of love and have received much aclaim."
65,Johanna,Spyri,"Johanna Spyri was a Swiss author of children's stories, best known for Heidi. Born Johanna Louise Heusser in the rural area of Hirzel, Switzerland, as a child she spent several summers in the area around Chur in Graubünden, the setting she later would use in her novels."
66,Wendy,Wasserstein,Wendy Wasserstein was an award-winning American playwright and an Andrew Dickson White Professor-at-Large at  Cornell University. She was the recipient of the Tony Award for Best Play and the Pulitzer Prize for Drama.
67,Heidi,Fleiss,"Heidi Lynne Fleiss is an American former madam. She ran an upscale prostitution ring based in Los Angeles and is often referred to as the ""Hollywood Madam"". Fleiss has also worked as a columnist and was a television personality regularly featured in the 1990s in American media."
68,Heidi,Swapp,"Heidi Swapp is known in the craft industry for her innovative style, trend setting product ideas and her recognizable, fanciful handwriting. Whether she is spray painting on her scrapbook pages or creating embellishments that are completely 'see-through' her boundary pushing concepts have always made her 'the one to watch.' Heidi describes scrapbooking as a 'lifestyle' - it's something in the forefront of her mind as she lives each day looking for stories or snippets of history she wants to capture. Her passion is capturing the memories and 'sprinkling them with fabulous' in the form of glitter, color, ribbons, ruffles, flowers and bows! As Heidi brings her signature style back to the craft industry she plans to encourage and inspire everyone to tell their story, create to remember, and along the way...make pretty stuff....everyday!"
69,Heidi,Hayes Jacobs,
70,Heidi,Boyd,
71,Heidi,Baker,"Heidi Baker PhD is a Christian missionary and with her husband Rolland Baker are founders of Iris Global and the author of several books.With her husband Rolland, Heidi founded IRIS Ministries in 1980, a non-profit Christian ministry dedicated to Jesus and service, especially among the poor. After twelve years ministering in Asia, they left in 1992 to do their PhD's at King's College London, UK. In 1995 they started a new ministry to the poor and homeless children in Mozambique.Wikipedia"
72,Rolland,Baker,"Rolland Baker is the husband of Heidi Baker PhD, a Christian missionary. Tougether they are the founders of Iris Global and the author of several books."
73,Angelo,Rinaldi,
74,Beverly,Cleary,"Beverly Atlee Cleary was an American writer of children's and young adult fiction. One of America's most successful authors, 91 million copies of her books have been sold worldwide since her first book was published in 1950. Some of her best known characters are Ramona Quimby and Beezus Quimby, Henry Huggins and his dog Ribsy, and Ralph S. Mouse.The majority of Cleary's books are set in the Grant Park neighborhood of northeast Portland, Oregon, where she was raised, and she has been credited as one of the first authors of children's literature to figure emotional realism in the narratives of her characters, often children in middle-class families. Her first children's book was Henry Huggins after a question from a kid when Cleary was a librarian. Cleary won the 1981 National Book Award for Ramona and Her Mother and the 1984 Newbery Medal for Dear Mr. Henshaw. For her lifetime contributions to American literature, she received the National Medal of Arts, recognition as a Library of Congress Living Legend, and the Laura Ingalls Wilder Medal from the Association for Library Service to Children. The Beverly Cleary School, a public school in Portland, was named after her, and several statues of her most famous characters were erected in Grant Park in 1995. Cleary died on March 25, 2021, at the age of 104."
75,Heidi,Betts,"USA Today bestselling author Heidi Betts is the daughter of an Arabian sheik and a Las Vegas showgirl, as well as the heiress to the Chocolate is Better Than Sex Candy Company fortune. Because of this, she eats chocolate in all its many delicious forms for breakfast, lunch, dinner, and in-between snacks . . . without ever gaining an ounce on her perfect five-foot-nine, size zero figure.Each and every one of her breathtaking, award-winning novels has been adapted to film and gone on to become a phenomenal box office smash, featuring such mega-stars as Hugh Jackman and Sandra Bullock, Tom Cruise and Julia Roberts, and Harrison Ford and Charlize Theron.Heidi readily admits that she is only able to write such passionate love stories because of her real-life happily-ever-after romance with superstar actor Dwayne Johnson, who makes every day a fairy tale. When she’s not writing or making hot, toe-curling love with her “Rock” of a husband, Heidi can often be found riding naked on horseback (a la Lady Godiva) along the beaches of Malibu or hobnobbing with the rich and famous on Martha’s Vineyard.If you’d like to experience your own perfect, idyllic life just like Heidi Betts, be sure to take the little purple pill. (Not the red one. Never the red one.)Read more about Heidi's current and upcoming releases at her website: www.HeidiBetts.comChat with Heidi at her ""WIPs and Chains"" blog: www.HeidiBetts.com/WIPsandChainsAnd visit Heidi on Twitter (@HeidiBetts), Facebook (/FansofHeidiBetts), & Pinterest (/TheHeidiBetts)"
